      #Energy        TDOS-UP        TDOS-DOWN
     -28.04393       0.00000       0.00000
     -28.03093       0.00000       0.00000
     -28.01693       0.00000       0.00000
     -28.00393       0.00000       0.00000
     -27.99093       0.00000       0.00000
     -27.97693       0.00000       0.00000
     -27.96393       0.00000       0.00000
     -27.95093       0.00000       0.00000
     -27.93693       0.00000       0.00000
     -27.92393       0.00000       0.00000
     -27.91093       0.00000       0.00000
     -27.89693       0.00000       0.00000
     -27.88393       0.00000       0.00000
     -27.87093       0.00000       0.00000
     -27.85693       0.00000       0.00000
     -27.84393       0.00000       0.00000
     -27.83093       0.00000       0.00000
     -27.81693       0.00000       0.00000
     -27.80393       0.00000       0.00000
     -27.79093       0.00000       0.00000
     -27.77693       0.00000       0.00000
     -27.76393       0.00000       0.00000
     -27.75093       0.00000       0.00000
     -27.73693       0.00000       0.00000
     -27.72393       0.00000       0.00000
     -27.71093       0.00000       0.00000
     -27.69693       0.00000       0.00000
     -27.68393       0.00000       0.00000
     -27.67093       0.00000       0.00000
     -27.65693       0.00000       0.00000
     -27.64393       0.00000       0.00000
     -27.63093       0.00000       0.00000
     -27.61693       0.00000       0.00000
     -27.60393       0.00000       0.00000
     -27.59093       0.00000       0.00000
     -27.57693       0.00000       0.00000
     -27.56393       0.00000       0.00000
     -27.55093       0.00000       0.00000
     -27.53693       0.00000       0.00000
     -27.52393       0.00000       0.00000
     -27.51093       0.00000       0.00000
     -27.49693       0.00000       0.00000
     -27.48393       0.00000       0.00000
     -27.47093       0.00000       0.00000
     -27.45693       0.00000       0.00000
     -27.44393       0.00000       0.00000
     -27.43093       0.00000       0.00000
     -27.41693       0.00000       0.00000
     -27.40393       0.00000       0.00000
     -27.39093       0.00000       0.00000
     -27.37693       0.00000       0.00000
     -27.36393       0.00000       0.00000
     -27.35093       0.00000       0.00000
     -27.33693       0.00000       0.00000
     -27.32393       0.00000       0.00000
     -27.31093       0.00000       0.00000
     -27.29693       0.00000       0.00000
     -27.28393       0.00000       0.00000
     -27.27093       0.00000       0.00000
     -27.25693       0.00000       0.00000
     -27.24393       0.00000       0.00000
     -27.22993       0.00000       0.00000
     -27.21693       0.00000       0.00000
     -27.20393       0.00000       0.00000
     -27.18993       0.00000       0.00000
     -27.17693       0.00000       0.00000
     -27.16393       0.00000       0.00000
     -27.14993       0.00000       0.00000
     -27.13693       0.00000       0.00000
     -27.12393       0.00000       0.00000
     -27.10993       0.00000       0.00000
     -27.09693       0.00000       0.00000
     -27.08393       0.00000       0.00000
     -27.06993       0.00000       0.00000
     -27.05693       0.00000       0.00000
     -27.04393       0.00000       0.00000
     -27.02993       0.00000       0.00000
     -27.01693       0.00000       0.00000
     -27.00393       0.00000       0.00000
     -26.98993       0.00000       0.00000
     -26.97693       0.00000       0.00000
     -26.96393       0.00000       0.00000
     -26.94993       0.00000       0.00000
     -26.93693       0.00000       0.00000
     -26.92393       0.00000       0.00000
     -26.90993       0.00000       0.00000
     -26.89693       0.00000       0.00000
     -26.88393       0.00000       0.00000
     -26.86993       0.00000       0.00000
     -26.85693       0.00000       0.00000
     -26.84393       0.00000       0.00000
     -26.82993       0.00000       0.00000
     -26.81693       0.00000       0.00000
     -26.80393       0.00000       0.00000
     -26.78993       0.00000       0.00000
     -26.77693       0.00000       0.00000
     -26.76393       0.00000       0.00000
     -26.74993       0.00000       0.00000
     -26.73693       0.00000       0.00000
     -26.72393       0.00000       0.00000
     -26.70993       0.00000       0.00000
     -26.69693       0.00000       0.00000
     -26.68393       0.00000       0.00000
     -26.66993       0.00000       0.00000
     -26.65693       0.00000       0.00000
     -26.64393       0.00000       0.00000
     -26.62993       0.00000       0.00000
     -26.61693       0.00000       0.00000
     -26.60393       0.00000       0.00000
     -26.58993       0.00000       0.00000
     -26.57693       0.00000       0.00000
     -26.56393       0.00000       0.00000
     -26.54993       0.00000       0.00000
     -26.53693       0.00000       0.00000
     -26.52393       0.00000       0.00000
     -26.50993       0.00000       0.00000
     -26.49693       0.00000       0.00000
     -26.48393       0.00000       0.00000
     -26.46993       0.00000       0.00000
     -26.45693       0.00000       0.00000
     -26.44393       0.00000       0.00000
     -26.42993       0.00000       0.00000
     -26.41693       0.00000       0.00000
     -26.40393       0.00000       0.00000
     -26.38993       0.00000       0.00000
     -26.37693       0.00000       0.00000
     -26.36393       0.00000       0.00000
     -26.34993       0.00000       0.00000
     -26.33693       0.00000       0.00000
     -26.32393       0.00000       0.00000
     -26.30993       0.00000       0.00000
     -26.29693       0.00000       0.00000
     -26.28393       0.00000       0.00000
     -26.26993       0.00000       0.00000
     -26.25693       0.00000       0.00000
     -26.24293       0.00000       0.00000
     -26.22993       0.00000       0.00000
     -26.21693       0.00000       0.00000
     -26.20293       0.00000       0.00000
     -26.18993       0.00000       0.00000
     -26.17693       0.00000       0.00000
     -26.16293       0.00000       0.00000
     -26.14993       0.00000       0.00000
     -26.13693       0.00000       0.00000
     -26.12293       0.00000       0.00000
     -26.10993       0.00000       0.00000
     -26.09693       0.00000       0.00000
     -26.08293       0.00000       0.00000
     -26.06993       0.00000       0.00000
     -26.05693       0.00000       0.00000
     -26.04293       0.00000       0.00000
     -26.02993       0.00000       0.00000
     -26.01693       0.00000       0.00000
     -26.00293       0.00000       0.00000
     -25.98993       0.00000       0.00000
     -25.97693       0.00000       0.00000
     -25.96293       0.00000       0.00000
     -25.94993       0.00000       0.00000
     -25.93693       0.00000       0.00000
     -25.92293       0.00000       0.00000
     -25.90993       0.00000       0.00000
     -25.89693       0.00000       0.00000
     -25.88293       0.00000       0.00000
     -25.86993       0.00000       0.00000
     -25.85693       0.00000       0.00000
     -25.84293       0.00000       0.00000
     -25.82993       0.00000       0.00000
     -25.81693       0.00000       0.00000
     -25.80293       0.00000       0.00000
     -25.78993       0.00000       0.00000
     -25.77693       0.00000       0.00000
     -25.76293       0.00000       0.00000
     -25.74993       0.00000       0.00000
     -25.73693       0.00000       0.00000
     -25.72293       0.00000       0.00000
     -25.70993       0.00000       0.00000
     -25.69693       0.00000       0.00000
     -25.68293       0.00000       0.00000
     -25.66993       0.00000       0.00000
     -25.65693       0.00000       0.00000
     -25.64293       0.00000       0.00000
     -25.62993       0.00000       0.00000
     -25.61693       0.00000       0.00000
     -25.60293       0.00000       0.00000
     -25.58993       0.00000       0.00000
     -25.57693       0.00000       0.00000
     -25.56293       0.00000       0.00000
     -25.54993       0.00000       0.00000
     -25.53693       0.00000       0.00000
     -25.52293       0.00000       0.00000
     -25.50993       0.00000      -0.00000
     -25.49693       0.00002      -0.00002
     -25.48293       0.00004      -0.00004
     -25.46993       0.00007      -0.00007
     -25.45693       0.00012      -0.00012
     -25.44293       0.00017      -0.00017
     -25.42993       0.00023      -0.00023
     -25.41693       0.00030      -0.00030
     -25.40293       0.00038      -0.00038
     -25.38993       0.00047      -0.00047
     -25.37693       0.00056      -0.00056
     -25.36293       0.00066      -0.00066
     -25.34993       0.00074      -0.00074
     -25.33693       0.00082      -0.00082
     -25.32293       0.00089      -0.00089
     -25.30993       0.00094      -0.00094
     -25.29693       0.00099      -0.00099
     -25.28293       0.00103      -0.00103
     -25.26993       0.00106      -0.00106
     -25.25593       0.00108      -0.00108
     -25.24293       0.00109      -0.00109
     -25.22993       0.00109      -0.00109
     -25.21593       0.00109      -0.00109
     -25.20293       0.00110      -0.00110
     -25.18993       0.00111      -0.00111
     -25.17593       0.00112      -0.00112
     -25.16293       0.00114      -0.00114
     -25.14993       0.00116      -0.00116
     -25.13593       0.00118      -0.00118
     -25.12293       0.00120      -0.00120
     -25.10993       0.00123      -0.00123
     -25.09593       0.00127      -0.00127
     -25.08293       0.00130      -0.00130
     -25.06993       0.00133      -0.00133
     -25.05593       0.00137      -0.00137
     -25.04293       0.00140      -0.00140
     -25.02993       0.00144      -0.00144
     -25.01593       0.00147      -0.00147
     -25.00293       0.00151      -0.00151
     -24.98993       0.00155      -0.00155
     -24.97593       0.00159      -0.00159
     -24.96293       0.00162      -0.00162
     -24.94993       0.00166      -0.00166
     -24.93593       0.00170      -0.00170
     -24.92293       0.00173      -0.00173
     -24.90993       0.00176      -0.00176
     -24.89593       0.00178      -0.00178
     -24.88293       0.00181      -0.00181
     -24.86993       0.00183      -0.00183
     -24.85593       0.00184      -0.00184
     -24.84293       0.00185      -0.00185
     -24.82993       0.00186      -0.00186
     -24.81593       0.00187      -0.00187
     -24.80293       0.00187      -0.00187
     -24.78993       0.00187      -0.00187
     -24.77593       0.00188      -0.00188
     -24.76293       0.00188      -0.00188
     -24.74993       0.00189      -0.00189
     -24.73593       0.00190      -0.00190
     -24.72293       0.00191      -0.00191
     -24.70993       0.00192      -0.00192
     -24.69593       0.00194      -0.00194
     -24.68293       0.00195      -0.00195
     -24.66993       0.00197      -0.00197
     -24.65593       0.00199      -0.00199
     -24.64293       0.00201      -0.00201
     -24.62993       0.00202      -0.00202
     -24.61593       0.00204      -0.00204
     -24.60293       0.00206      -0.00206
     -24.58993       0.00208      -0.00208
     -24.57593       0.00210      -0.00210
     -24.56293       0.00212      -0.00212
     -24.54993       0.00213      -0.00213
     -24.53593       0.00215      -0.00215
     -24.52293       0.00217      -0.00217
     -24.50993       0.00219      -0.00219
     -24.49593       0.00220      -0.00220
     -24.48293       0.00222      -0.00222
     -24.46993       0.00224      -0.00224
     -24.45593       0.00226      -0.00226
     -24.44293       0.00228      -0.00228
     -24.42993       0.00229      -0.00229
     -24.41593       0.00231      -0.00231
     -24.40293       0.00233      -0.00233
     -24.38993       0.00234      -0.00234
     -24.37593       0.00236      -0.00236
     -24.36293       0.00238      -0.00238
     -24.34993       0.00240      -0.00240
     -24.33593       0.00242      -0.00242
     -24.32293       0.00243      -0.00243
     -24.30993       0.00245      -0.00245
     -24.29593       0.00247      -0.00247
     -24.28293       0.00249      -0.00249
     -24.26993       0.00251      -0.00251
     -24.25593       0.00253      -0.00253
     -24.24293       0.00256      -0.00256
     -24.22893       0.00258      -0.00258
     -24.21593       0.00260      -0.00260
     -24.20293       0.00262      -0.00262
     -24.18893       0.00264      -0.00264
     -24.17593       0.00265      -0.00265
     -24.16293       0.00267      -0.00267
     -24.14893       0.00268      -0.00268
     -24.13593       0.00269      -0.00269
     -24.12293       0.00270      -0.00270
     -24.10893       0.00271      -0.00271
     -24.09593       0.00271      -0.00271
     -24.08293       0.00272      -0.00272
     -24.06893       0.00273      -0.00273
     -24.05593       0.00274      -0.00274
     -24.04293       0.00274      -0.00274
     -24.02893       0.00275      -0.00275
     -24.01593       0.00276      -0.00276
     -24.00293       0.00277      -0.00277
     -23.98893       0.00278      -0.00278
     -23.97593       0.00279      -0.00279
     -23.96293       0.00280      -0.00280
     -23.94893       0.00282      -0.00282
     -23.93593       0.00283      -0.00283
     -23.92293       0.00284      -0.00284
     -23.90893       0.00285      -0.00285
     -23.89593       0.00287      -0.00287
     -23.88293       0.00288      -0.00288
     -23.86893       0.00289      -0.00289
     -23.85593       0.00290      -0.00290
     -23.84293       0.00291      -0.00291
     -23.82893       0.00293      -0.00293
     -23.81593       0.00294      -0.00294
     -23.80293       0.00295      -0.00295
     -23.78893       0.00296      -0.00296
     -23.77593       0.00297      -0.00297
     -23.76293       0.00298      -0.00298
     -23.74893       0.00299      -0.00299
     -23.73593       0.00301      -0.00301
     -23.72293       0.00302      -0.00302
     -23.70893       0.00303      -0.00303
     -23.69593       0.00304      -0.00304
     -23.68293       0.00305      -0.00305
     -23.66893       0.00306      -0.00306
     -23.65593       0.00307      -0.00307
     -23.64293       0.00308      -0.00308
     -23.62893       0.00310      -0.00310
     -23.61593       0.00311      -0.00311
     -23.60293       0.00312      -0.00312
     -23.58893       0.00313      -0.00313
     -23.57593       0.00315      -0.00315
     -23.56293       0.00316      -0.00316
     -23.54893       0.00317      -0.00317
     -23.53593       0.00319      -0.00319
     -23.52293       0.00320      -0.00320
     -23.50893       0.00322      -0.00322
     -23.49593       0.00323      -0.00323
     -23.48293       0.00325      -0.00325
     -23.46893       0.00326      -0.00326
     -23.45593       0.00328      -0.00328
     -23.44293       0.00329      -0.00329
     -23.42893       0.00331      -0.00331
     -23.41593       0.00332      -0.00332
     -23.40293       0.00333      -0.00333
     -23.38893       0.00335      -0.00335
     -23.37593       0.00336      -0.00336
     -23.36293       0.00338      -0.00338
     -23.34893       0.00339      -0.00339
     -23.33593       0.00341      -0.00341
     -23.32293       0.00342      -0.00342
     -23.30893       0.00344      -0.00344
     -23.29593       0.00346      -0.00346
     -23.28293       0.00347      -0.00347
     -23.26893       0.00348      -0.00348
     -23.25593       0.00350      -0.00350
     -23.24193       0.00352      -0.00352
     -23.22893       0.00353      -0.00353
     -23.21593       0.00354      -0.00354
     -23.20193       0.00356      -0.00356
     -23.18893       0.00357      -0.00357
     -23.17593       0.00358      -0.00358
     -23.16193       0.00359      -0.00359
     -23.14893       0.00360      -0.00360
     -23.13593       0.00361      -0.00361
     -23.12193       0.00362      -0.00362
     -23.10893       0.00362      -0.00362
     -23.09593       0.00363      -0.00363
     -23.08193       0.00364      -0.00364
     -23.06893       0.00364      -0.00364
     -23.05593       0.00365      -0.00365
     -23.04193       0.00366      -0.00366
     -23.02893       0.00367      -0.00367
     -23.01593       0.00367      -0.00367
     -23.00193       0.00368      -0.00368
